Program	fastqFile	Computer	readsInFastq	extractionSize	readsExtracted	Replicate	Threads	ElapsedTime	CPUKernTime	CPUserTime	MaxResidentMemoryInKb	PercentCPU
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	9.00	2.00	17.23	2.06	18.74	66412.00	120%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	9.00	3.00	16.76	2.04	18.82	64756.00	124%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	9.00	1.00	8.51	1.80	6.69	17212.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	9.00	1.00	6.36	1.53	4.81	17208.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	10.00	1.00	20.65	2.10	18.96	73212.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	10.00	2.00	17.31	2.16	18.85	65844.00	121%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	10.00	3.00	16.69	2.18	18.60	64836.00	124%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	10.00	1.00	13.28	1.52	6.88	16876.00	63%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	10.00	1.00	6.35	1.60	4.73	17216.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	1.00	1.00	22.74	2.42	20.77	72176.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	1.00	2.00	18.66	2.33	20.59	66284.00	122%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	1.00	3.00	21.79	2.25	20.84	67848.00	105%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	1.00	1.00	9.70	1.70	7.97	24512.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	1.00	1.00	7.15	1.60	5.53	24688.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	2.00	1.00	26.67	2.35	20.43	72528.00	85%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	2.00	2.00	18.77	2.48	20.51	65896.00	122%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	2.00	3.00	17.73	2.17	20.62	65380.00	128%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	2.00	1.00	10.02	1.88	7.55	24512.00	94%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	2.00	1.00	7.38	1.83	5.52	24680.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	3.00	1.00	27.33	2.30	20.70	72528.00	84%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	3.00	2.00	18.47	2.47	20.20	66876.00	122%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	3.00	3.00	18.83	2.26	21.77	65824.00	127%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	3.00	1.00	9.45	1.80	7.62	24576.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	3.00	1.00	7.14	1.77	5.36	24536.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	4.00	1.00	22.45	2.12	20.78	71952.00	102%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	4.00	2.00	18.59	2.29	20.54	66880.00	122%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	4.00	3.00	22.12	2.36	20.54	65412.00	103%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	4.00	1.00	9.57	1.66	7.89	24576.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	4.00	1.00	7.21	1.75	5.45	24576.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	5.00	1.00	27.73	2.16	21.57	72504.00	85%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	5.00	2.00	18.78	2.10	20.93	66188.00	122%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	5.00	3.00	18.99	2.60	20.24	65756.00	120%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	5.00	1.00	9.60	2.02	7.56	24612.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	5.00	1.00	7.26	1.77	5.47	24512.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	6.00	1.00	22.34	2.10	20.66	72076.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	6.00	2.00	18.98	2.49	20.55	66340.00	121%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	6.00	3.00	17.88	2.27	20.58	65224.00	127%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	6.00	1.00	13.66	1.63	7.82	24612.00	69%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	6.00	1.00	7.16	1.66	5.48	24688.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	7.00	1.00	24.62	2.17	20.73	72036.00	93%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	7.00	2.00	21.09	2.50	20.54	66976.00	109%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	7.00	3.00	17.83	2.73	20.07	65840.00	127%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	7.00	1.00	9.42	1.79	7.60	24512.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	7.00	1.00	7.11	1.70	5.39	24628.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	8.00	1.00	22.56	2.37	20.60	75220.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	8.00	2.00	18.69	2.61	20.27	66924.00	122%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	8.00	3.00	18.92	2.60	21.96	65496.00	129%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	8.00	1.00	11.87	1.65	7.87	24628.00	80%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	8.00	1.00	7.18	1.65	5.51	24680.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	9.00	1.00	22.25	2.08	20.55	71824.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	9.00	2.00	18.62	2.40	20.40	66988.00	122%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	9.00	3.00	19.13	2.39	20.56	65792.00	119%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	9.00	1.00	9.56	2.09	7.45	24544.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	9.00	1.00	7.28	1.65	5.61	24540.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	10.00	1.00	23.79	2.41	20.52	73648.00	96%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	10.00	2.00	18.64	2.33	20.63	66304.00	123%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	10.00	3.00	17.90	2.40	20.53	65272.00	128%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	10.00	1.00	9.61	1.78	7.80	24576.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	311795.00	311795.00	10.00	1.00	7.27	1.61	5.66	24576.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	1.00	1.00	27.11	2.99	24.64	132408.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	1.00	2.00	30.72	2.89	25.45	117564.00	92%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	1.00	3.00	28.44	3.17	24.58	112452.00	97%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	1.00	1.00	12.33	2.25	9.46	32972.00	95%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	1.00	1.00	8.89	2.36	6.50	32940.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	2.00	1.00	33.65	3.20	24.66	133432.00	82%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	2.00	2.00	22.48	3.33	24.69	115140.00	124%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	2.00	3.00	20.95	3.15	24.47	112368.00	131%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	2.00	1.00	11.91	2.36	9.35	33076.00	98%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	2.00	1.00	8.74	2.24	6.47	32972.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	3.00	1.00	33.02	2.93	24.68	132004.00	83%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	3.00	2.00	30.61	3.45	24.46	116304.00	91%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	3.00	3.00	21.58	3.24	24.48	113040.00	128%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	3.00	1.00	12.43	2.39	9.15	33028.00	92%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	3.00	1.00	8.79	2.16	6.60	32944.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	4.00	1.00	33.62	3.14	24.59	131920.00	82%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	4.00	2.00	22.58	3.20	24.69	114712.00	123%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	4.00	3.00	28.65	3.60	24.29	112348.00	97%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	4.00	1.00	11.93	2.69	9.18	32972.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	4.00	1.00	8.78	2.11	6.64	32936.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	5.00	1.00	32.96	3.19	24.53	133444.00	84%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	5.00	2.00	22.13	3.20	24.60	115928.00	125%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	5.00	3.00	28.98	3.09	24.67	112988.00	95%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	5.00	1.00	11.81	2.50	9.24	32912.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	5.00	1.00	8.94	2.26	6.63	32908.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	6.00	1.00	32.18	3.34	24.22	130756.00	85%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	6.00	2.00	22.09	3.31	24.47	116216.00	125%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	6.00	3.00	29.08	3.31	24.58	112520.00	95%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	6.00	1.00	11.74	2.58	9.14	32940.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	6.00	1.00	9.28	2.26	6.55	33084.00	94%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	7.00	1.00	35.55	3.23	24.53	132880.00	78%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	7.00	2.00	22.53	3.04	24.79	116292.00	123%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	7.00	3.00	29.18	3.38	24.32	112372.00	94%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	7.00	1.00	11.50	2.46	9.01	33028.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	7.00	1.00	9.08	2.40	6.27	33028.00	95%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	8.00	1.00	32.72	3.09	24.74	133000.00	85%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	8.00	2.00	28.77	3.48	24.58	116336.00	97%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	8.00	3.00	30.17	3.14	24.63	113192.00	92%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	8.00	1.00	11.77	2.53	9.20	32940.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	8.00	1.00	9.69	2.20	6.47	33080.00	89%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	9.00	1.00	32.63	3.31	24.68	133492.00	85%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	9.00	2.00	22.09	3.31	24.69	115868.00	126%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	9.00	3.00	28.68	3.37	24.13	114448.00	95%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	9.00	1.00	11.52	2.49	9.00	32972.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	9.00	1.00	8.91	2.30	6.57	32936.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	10.00	1.00	32.42	2.83	24.81	130692.00	85%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	10.00	2.00	22.01	3.11	24.65	115888.00	126%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	10.00	3.00	29.03	3.34	24.58	112964.00	96%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	10.00	1.00	11.49	2.28	9.19	32912.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	445420.00	445420.00	10.00	1.00	8.79	2.07	6.59	32912.00	98%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	1.00	1.00	36.43	3.09	26.71	126592.00	81%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	1.00	2.00	26.57	3.19	26.80	110204.00	112%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	1.00	3.00	29.64	3.46	26.43	105324.00	100%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	1.00	1.00	20.23	2.46	10.09	42620.00	62%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	1.00	1.00	16.49	2.18	7.22	42620.00	57%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	2.00	1.00	36.00	3.15	26.53	126128.00	82%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	2.00	2.00	26.61	3.01	26.68	109792.00	111%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	2.00	3.00	30.87	3.21	26.61	108068.00	96%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	2.00	1.00	14.57	2.74	10.07	42560.00	87%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	2.00	1.00	17.59	2.45	6.94	42584.00	53%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	3.00	1.00	36.25	3.12	26.46	122696.00	81%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	3.00	2.00	26.81	3.43	26.58	107908.00	111%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	3.00	3.00	26.07	3.21	26.58	106300.00	114%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	3.00	1.00	14.42	2.32	10.27	42584.00	87%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	3.00	1.00	20.11	2.18	7.27	42620.00	47%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	4.00	1.00	35.86	3.35	26.24	123176.00	82%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	4.00	2.00	26.91	3.09	26.82	108728.00	111%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	4.00	3.00	30.09	3.41	26.35	106860.00	98%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	4.00	1.00	23.11	2.34	10.52	42592.00	55%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	4.00	1.00	16.21	2.53	6.90	42620.00	58%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	5.00	1.00	35.33	3.29	26.19	125120.00	83%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	5.00	2.00	27.04	3.36	26.51	109224.00	110%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	5.00	3.00	30.26	3.30	26.53	108004.00	98%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	5.00	1.00	20.78	2.33	10.40	42560.00	61%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	5.00	1.00	17.40	2.62	6.97	42556.00	55%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	6.00	1.00	37.92	3.44	26.24	122432.00	78%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	6.00	2.00	33.46	3.65	28.27	109056.00	95%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	6.00	3.00	25.88	3.72	27.38	105808.00	120%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	6.00	1.00	14.47	2.62	10.00	42560.00	87%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	6.00	1.00	9.45	2.28	7.14	42724.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	7.00	1.00	36.80	3.15	26.70	121440.00	81%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	7.00	2.00	27.00	3.22	26.54	109648.00	110%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	7.00	3.00	29.74	3.41	26.50	106764.00	100%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	7.00	1.00	15.58	2.53	10.09	42620.00	81%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	7.00	1.00	9.29	2.50	6.77	42560.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	8.00	1.00	36.38	3.45	26.28	126724.00	81%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	8.00	2.00	27.63	3.44	26.46	110144.00	108%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	8.00	3.00	29.29	3.18	26.65	106152.00	101%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	8.00	1.00	14.00	2.64	9.96	42724.00	89%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	8.00	1.00	17.27	2.36	7.09	42592.00	54%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	9.00	1.00	37.48	3.08	26.55	124020.00	79%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	9.00	2.00	26.83	3.06	26.55	108204.00	110%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	9.00	3.00	29.57	3.30	26.37	107384.00	100%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	9.00	1.00	20.20	2.44	10.17	42560.00	62%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	9.00	1.00	17.17	2.21	7.32	42556.00	55%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	10.00	1.00	37.68	2.94	26.81	123676.00	78%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	10.00	2.00	27.18	3.30	26.30	110028.00	108%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	10.00	3.00	30.19	3.67	27.27	105164.00	102%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	10.00	1.00	22.73	2.44	10.27	42620.00	55%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	534505.00	534505.00	10.00	1.00	9.50	2.71	6.70	42596.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	1.00	1.00	39.07	3.73	29.22	142916.00	84%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	1.00	2.00	42.60	3.93	29.77	121716.00	79%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	1.00	3.00	32.23	3.85	29.61	119488.00	103%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	1.00	1.00	17.04	3.13	11.49	50828.00	85%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	1.00	1.00	16.93	2.96	7.92	50824.00	64%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	2.00	1.00	39.62	3.93	29.10	141852.00	83%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	2.00	2.00	34.12	4.02	29.85	124176.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	2.00	3.00	33.95	4.00	29.58	120416.00	98%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	2.00	1.00	22.71	3.01	11.75	50888.00	64%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	2.00	1.00	17.60	2.65	8.09	50888.00	61%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	3.00	1.00	38.61	3.93	29.57	144756.00	86%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	3.00	2.00	36.34	3.95	29.46	122732.00	91%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	3.00	3.00	33.54	3.98	29.61	120356.00	100%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	3.00	1.00	28.92	2.97	11.61	50888.00	50%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	3.00	1.00	10.72	2.88	7.80	50828.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	4.00	1.00	39.50	4.04	29.09	143496.00	83%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	4.00	2.00	35.65	3.96	30.01	122544.00	95%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	4.00	3.00	32.58	3.95	29.35	119908.00	102%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	4.00	1.00	25.00	3.10	11.64	50824.00	58%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	4.00	1.00	18.84	2.67	8.18	50864.00	57%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	5.00	1.00	41.38	3.91	29.50	141744.00	80%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	5.00	2.00	35.77	3.84	29.63	120840.00	93%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	5.00	3.00	31.47	4.04	29.58	120860.00	106%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	5.00	1.00	23.08	3.04	11.56	50888.00	63%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	5.00	1.00	15.98	2.80	7.99	50856.00	67%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	6.00	1.00	40.00	3.91	29.38	143284.00	83%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	6.00	2.00	35.72	3.83	29.70	123692.00	93%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	6.00	3.00	31.86	3.58	29.67	120540.00	104%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	6.00	1.00	24.65	2.73	12.00	51260.00	59%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	6.00	1.00	19.09	2.84	8.02	51204.00	56%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	7.00	1.00	39.56	3.72	29.17	142916.00	83%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	7.00	2.00	34.29	3.93	29.68	124724.00	98%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	7.00	3.00	32.92	4.03	29.21	118484.00	100%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	7.00	1.00	23.92	2.91	11.59	50888.00	60%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	7.00	1.00	16.85	2.87	7.97	51188.00	64%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	8.00	1.00	39.45	3.83	29.29	142952.00	83%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	8.00	2.00	33.84	3.83	30.08	124300.00	100%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	668131.00	668131.00	8.00	3.00	34.37	4.19	29.65	120180.00	98%
